Youtuber,Comments,Date
theRadBrad,Am I the only one thinking what he could do to Harley when she&#39;s tied up? Or is my mind just dirty?..,2015-06-10T01:00:14Z
theRadBrad,Thank you so much for sticking with your viewers! I love this series the most out of all the other series and I really appreciate you sticking around and taking your time to produce your gameplay for us. THANK YOU BRAD! :D ,2012-03-28T08:23:33Z
theRadBrad,"&quot;I&#39;m there for whoever cant get the game or whatever you know?&quot;

Brad this is what makes you a true man. Boys have swag, men have class, you sir… somehow manage to have both and make it make sense.
Also, 18th comment on a RadBrad video, I feel accomplished
",2012-03-27T22:15:32Z
theRadBrad,3:10 best example of brads puzzle solving skills,2012-04-12T03:41:27Z
theRadBrad,Please don&#39;t stop this series!,2012-03-27T22:47:06Z
theRadBrad,keep up the great work Brad amazing video,2012-03-29T00:04:16Z
theRadBrad,"As much as I love you Brad as you&#39;re frickin awesome, this is reallllyyyy painful to watch D:",2012-07-13T07:57:44Z
theRadBrad,"Liked. Just wondering, which game do you prefer from the current ones you&#39;re walkthroughing, SH:D or ME3?",2012-03-27T22:02:26Z
theRadBrad,thanks for the upload :) big fan. keep up the good work!,2012-03-27T22:20:11Z
theRadBrad,Thank you for being here for those of us who don&#39;t have a gaming console. (:,2012-03-29T22:03:42Z
theRadBrad,huge fan of yours man.. keep it up ......,2012-04-08T04:35:28Z
theRadBrad,We appreciate that you still doing it.,2012-03-27T22:38:16Z
theRadBrad,We all love you Brad!!!!!! (no homo),2012-03-27T22:02:38Z
theRadBrad,brad your awesome!!!!!!!!!!!!!!!!!,2012-03-27T22:03:13Z
theRadBrad,"So...anyone else yelling because Brad never understood anything on this level been though it was simple? Love him, but its frustrating. ",2013-12-20T00:31:10Z
theRadBrad,Can&#39;t get the game. Thanks for playing brad!,2012-04-10T00:58:08Z
theRadBrad,"You&#39;re an amazing genius, are you?",2012-11-08T16:57:08Z
theRadBrad,"i think he would go threw the game faster if he listened to what their saying and doesnt mess around acting stupid
",2012-04-07T04:33:21Z
theRadBrad,nice touch in this game,2013-01-14T01:56:07Z
theRadBrad,Cry of Fear FOR LIFE!,2012-03-27T22:02:37Z
theRadBrad,You have such a slow reaction speed lol. But besides all of that thank you for uploading,2012-03-28T00:44:40Z
theRadBrad,Brad u rock,2012-03-28T01:36:10Z
theRadBrad,I look forward to Cry of Fear just to freak out my girlfriend. XD,2012-03-27T22:05:20Z
theRadBrad,How do u get the holographic armor,2012-03-28T00:01:01Z
theRadBrad,how many times did you face palm @10:57 - 13:00 ,2012-03-28T17:21:00Z
theRadBrad,this reminds me of saints row the third,2012-03-29T02:21:10Z
theRadBrad,@theRadBrad you must have seen my comment on this ask for silent hill and cry of fear and you uploaded them thanks dude,2012-03-28T04:25:09Z
theRadBrad,u rock,2012-03-27T22:02:05Z
theRadBrad,I really don&#39;t see how you can punch someone over the internet...,2012-03-29T03:31:22Z
theRadBrad,"Brad, you know I love you. But sometimes your a bit slow &lt;3",2012-03-28T11:33:31Z
theRadBrad,great one kid,2012-11-13T18:38:25Z
theRadBrad,its tech armour,2012-03-28T00:28:17Z
theRadBrad,Sorry if i say this but you cant see and how can you miss that,2014-02-17T14:52:06Z
theRadBrad,NO! Brad used YOU&#39;RE in the wrong Context! ;(,2012-03-28T01:00:18Z
theRadBrad,r you going to do prototype 2 or ghost recon future solider and plzz do resident evil 6 ,2012-03-27T22:29:25Z
theRadBrad,"Hey brad you can hook up with miranda, ashley,the reporter chic and the gay dude and garrus
",2012-12-20T21:22:21Z
theRadBrad,coming from a kid with a boondocks icon,2012-11-13T15:29:09Z
theRadBrad,I like the vids. But he never pays attention for shit.,2013-10-18T22:20:13Z
theRadBrad,@privateblue00 Lol sorry I didn&#39;t know you were 9. I refuse to pick fights with kids cause they just end up crying.,2012-03-28T23:52:25Z
theRadBrad,:),2012-03-28T16:02:27Z
theRadBrad,tron!,2012-03-31T06:44:31Z
theRadBrad,lmao:),2012-04-23T18:36:42Z
theRadBrad,This was painful to watch...,2012-03-27T23:25:21Z
theRadBrad,"yeah, like 10.",2012-09-14T15:21:54Z
theRadBrad,my time to shine ok no top comments what am i gonna say ok here i go...... any second now ummmmmmmmmmmmmmmmmm.ok i got it............. WHO LIKES TAKIS!,2012-03-27T22:43:10Z
theRadBrad,YAY I&#39;M THE 6TH COMMENT!!!!,2012-03-27T22:02:53Z
theRadBrad,XD,2012-03-28T18:55:29Z
theRadBrad,Dub step gun is bossssssssss,2012-03-27T22:58:04Z
theRadBrad,5th comment finally,2012-03-27T22:02:27Z
theRadBrad,So painful to watch. Brad sometimes you are slow,2012-03-27T23:54:41Z
theRadBrad,lol,2012-03-30T03:28:01Z
theRadBrad,"I&#39;m a new subscriber, and I gotta say, I love how positive this channel is, and how every video opens up with Brad saying how much he loves his viewers. That positivity is why I subscribed in the first place, and I just love it.",2017-06-15T04:52:32Z
theRadBrad,&quot;Every army needs soldiers whose specialty is victory.&quot;<br><br>And the award for stating the absolutely fucking obvious goes to...,2017-03-04T10:13:56Z
theRadBrad,So far this is my favorite walk through ever 😂 Love the videos..- #3 fan,2017-02-21T21:13:00Z
theRadBrad,Seeing this game and how good it is and also you playing it makes me want to get for honour thank you,2017-02-21T21:08:07Z
theRadBrad,Loving  your series keep making more videos  like   this.,2017-02-22T01:28:20Z
theRadBrad,Oh my god I love those samurai so much. I cant choose a faction because they all look awesome.,2017-02-21T22:50:30Z
theRadBrad,one of the best games soo far and with brad playing it so funny n good .. thanku for doin this brad,2017-02-21T21:48:36Z
theRadBrad,I love the ending to that mission.,2017-02-21T20:47:03Z
theRadBrad,"I like how while you where executing your enemy at <a href=""http://www.youtube.com/watch?v=AiT54Xh-KeA&amp;t=4m55s"">4:55</a> your vision went from black and white to normal color",2017-02-22T03:27:59Z
theRadBrad,"Love your videos, keep it up @theRadBrad!",2017-02-22T00:16:03Z
theRadBrad,Man Kensei is my best character I have played so far. Easy to get use to and start off and brutal. Still tanky and does decent damage.,2017-02-22T13:10:19Z
theRadBrad,"keep it up brad, great series :))",2017-02-21T20:09:18Z
theRadBrad,"Love your videos man, keep them coming",2018-06-24T20:59:59Z
theRadBrad,Episode 3 is probably going to be sick keep it up,2017-02-21T19:01:24Z
theRadBrad,love this walkthrough,2017-02-21T19:09:06Z
theRadBrad,"Kind of cool that individual samurai warriors were paired with a sort of weaker servant/foot soldier that historically would help with killing themselves after being defeated, as according to bushido",2019-02-26T00:30:37Z
theRadBrad,I love how the big guy with the tetsubo walks through them all and says &quot;Uh... VIKINGS.&quot;,2017-04-10T02:36:31Z
theRadBrad,"The Kensei&#39;s sword is a Nodachi sword, which is similair to a Dandao long sword, only by looks ofc. And there are so many different katanas it&#39;s really hard to pick which one to favor most.",2017-02-21T20:31:42Z
theRadBrad,"the sword is called a nodachi no-da-chi.  And to say for range pretty good but quite large, I don&#39;t recommend against aggressive opponents.",2019-07-11T03:10:07Z
theRadBrad,<b>Ayu talked about honor and war for a solid minute without anyone against her hesitate</b><br><b>Daiymo said one word and every body united</b>,2017-09-17T02:56:12Z
theRadBrad,"Yesssss, love this game, especially the samurai!",2017-02-22T02:47:35Z
theRadBrad,I love your videos man keep up the good work,2017-02-22T00:57:11Z
theRadBrad,That Sword Is Not A Katana That Is Called A Nagamaki Its A Similar Blade To The Katana But Twice The Length,2017-02-22T02:19:35Z
theRadBrad,The &quot;staff&quot; that the Nobushi carries is called the Naginata,2018-04-03T23:05:52Z
theRadBrad,Tachi = Normal Katana <br>No-Dachi/Munehiro = Long Katana(Thats the one on the video)<br>Naginata = Curved End Spear<br>Su Yari = Spear,2017-12-27T13:11:29Z
theRadBrad,"Amazing Amazing​ amazing work Brad, as always, keep going and yeah please do more Resevil 7 dlc, great work man!!!",2017-02-21T19:07:34Z
theRadBrad,&quot;This person was a coward&quot;<br>Brad: &quot;Why are they running?&quot;,2017-02-21T19:48:12Z
theRadBrad,theRadBrad thank you man.Thank you for all you have done with this videos you are the best,2017-02-21T19:09:19Z
theRadBrad,I got For Honor today and so far I’m loving it,2021-08-23T02:26:24Z
theRadBrad,"The Shugoki in the video is like &quot; Okay, let me through as there is Vikings &quot;and he is just like I do not give a shit. Casually walks into there when the tensions are mounting just like that. My god it is like he does not give a shit. Now I am liking this character.",2017-02-22T00:14:03Z
theRadBrad,Everyone: <b>getting into a huge commotion</b><br>Okuma: <b>waltzes onto the scene</b><br>Okuma: Uhh...Vikings!,2019-12-18T06:08:53Z
theRadBrad,Brad makes some pretty good content,2017-02-21T19:15:10Z
theRadBrad,if you want to practice how to be a samurai you should consider looking for an aikido instructor aikido will really teach you the knife sword and staff of a samurai as well as hand to hand combat at posture and so many things it&#39;s also so gentle and easy to learn you should check it out Aikido,2017-03-06T01:33:11Z
theRadBrad,That armor! love it.,2017-02-21T19:30:11Z
theRadBrad,I&#39;d love to get Apollyon&#39;s armor,2017-04-01T19:31:16Z
theRadBrad,"<a href=""http://www.youtube.com/watch?v=AiT54Xh-KeA&amp;t=8m14s"">8:14</a> brad that&#39;s not just a spear , it&#39;s a naginata , it&#39;s a classic japanese spear or pike",2017-03-08T12:34:57Z
theRadBrad,i struggled for a while on this level! always when i killed 2 daymyos  THE 3th hide!,2017-06-21T15:53:20Z
theRadBrad,"Completed the Samurai storyline on hard mode to get me a couple of sexy cosmetics and let me tell you, it is no walk in the park, and that&#39;s coming from someone who knows all of Orochi and Kensei&#39;s moves",2017-02-22T23:33:29Z
theRadBrad,Fun fact daimyos are a high rank in the samurai system and they have creatures on there helmets to show their rank and for other reasons.,2023-06-26T02:34:32Z
theRadBrad,i just finished watching part1 when this came out expecting alot from you!!!!,2017-02-21T19:05:43Z
theRadBrad,Amazing video! Love you Brad!,2017-02-21T19:25:10Z
theRadBrad,I just loved the Kensei and all of the Samurai,2017-02-22T01:42:24Z
theRadBrad,Love you 2 Brad &lt;3. Keep up the good work!,2017-02-21T21:16:55Z
theRadBrad,"You say we&#39;re the best audience on YouTube, well we think your the best youtuber.",2017-02-21T23:26:26Z
theRadBrad,ly brad been watching u for a long time now keep up the good work 😊😊 and u allways make my day,2017-02-21T19:01:50Z
theRadBrad,Can&#39;t wait for the next part,2017-02-21T19:29:39Z
theRadBrad,I wish that there would be an option to get out a wakizashi and fight to handedly instead of just the katana because a samurai is supposed to have a daisho instead of just one sword,2017-02-22T18:04:30Z
theRadBrad,keep it going Brad good series ever,2017-02-21T19:36:45Z
theRadBrad,hey Brad! i know this is late but that staff is called a naganata. and just like in game it was badass irl,2017-03-23T14:28:13Z
theRadBrad,Best chapter of the game so far,2017-02-21T23:27:20Z
theRadBrad,"Brad, your humor makes this game a lot more bearable as in terms of being scary haha",2014-01-01T16:50:57Z
theRadBrad,I&#39;m surprised you could play this at 3 in the morning......this is so far the creepiest part in the game...... (chills),2013-11-18T13:08:42Z
theRadBrad,That short scream of yours had me laughing it was cute :) the play part is my favorite in the whole game the music is ultra creepy it is haunting,2014-01-04T01:05:28Z
theRadBrad,"Congrats on the 1 year anniversary brad, and keep bringing the game plays bro. They&#39;re the best in the business :)",2012-03-26T23:56:09Z
theRadBrad,Love the way you play the silent hill games bro. Slow and thorough. That&#39;s how it&#39;s supposed to be! Keep it up!,2012-07-16T04:04:09Z
theRadBrad,11:30<br>RadBrad: is this an ordinary screamer? cuz i can handle her<br>Screamer: <b>screams</b><br>RadBrad: <b>short girly scream</b><br>me: <b>possibly screaming internally</b>,2013-11-25T02:44:26Z
theRadBrad,"I have to say, there are definite moments in here that remind me of Alan Wake; the detail is just beautiful in this game.  And thank you for the Office Space reference (even if it was a little muddled).  :)",2012-07-18T19:34:15Z
theRadBrad,"I&#39;m a little annoyed that whenever something is happening right in front of him, brad&#39;s common mistake would be he will spin his camera away or doing something else.",2014-08-09T11:56:46Z
theRadBrad,I am truly looking forward to this video! I literally had to hold a party for this man! Love this series man keep up your amazing work!,2012-03-26T05:24:47Z
theRadBrad,"game is getting more and more freaky, liking it",2012-03-26T18:48:28Z
theRadBrad,"it always cracks me up how you just walk away from the screamer confrontations
and congrats on the one year anniversary!",2012-04-02T00:27:44Z
theRadBrad,I like how brad won&#39;t look directly at the stuff that scares him but it&#39;s usually the plot stuff we all want to look at...,2013-10-07T00:08:51Z
theRadBrad,"I&#39;ve watched this series if yours Idk how many times, but it still scares and creeps me out in certain places..... Rock on Brad :)",2013-03-07T16:45:54Z
theRadBrad,"i really like your silent hill downpour walkthrough i&#39;ve been watching every video of it. i started like a week ago and i&#39;m now at part 34, as you can see, and i just love the way you play it, yeah you miss some things but other than that you have a really calming voice so when i get a little scared i just think,",2012-11-14T10:17:14Z
theRadBrad,"I love watching your videos, and this rate of uploading is amazing as I&#39;ve got nothing to do during the evenings. Thanks, you&#39;re great!",2012-03-28T00:08:50Z
theRadBrad,In my opinion this and the cry of fear series are the best you have done on your channel and you need to move it to like maybe 3 to 4 uploads a day for this series cause i love watching your videos and it is so hard to wait for the next ones to come but keep up the good work dude :),2012-03-26T16:49:41Z
theRadBrad,"Haha, Brad hates objects and prefers to be social, however most Gaming Youtubers prefer objects and prefer to eliminate any possibility of other human life in their careers. Haha, I find this quite funny! ^w^",2014-02-02T07:20:39Z
theRadBrad," hey at least its not me who&#39;s alone playing this at 3am :D i haven&#39;t watched yet any other videos from you but i think i&#39;ll press the subscribe button because you&#39;re truly amazing, greetings from finland! :)",2012-11-14T10:17:18Z
theRadBrad,Good series so far really enjoying this,2012-03-26T05:31:52Z
theRadBrad,"deadspace is in another level! I would like a part 3; but silent hill has a deeper story, and a lot of endings, that&#39;s why I like it :D",2012-03-27T19:17:54Z
theRadBrad,&quot;this looks new...and scary&quot; best quote so far,2012-04-05T00:14:27Z
theRadBrad,this game is giving me some goose bumps.,2012-05-27T18:59:15Z
theRadBrad,"I&#39;m pretty sure that a couple of videos back, when the monster was scratching the wall when she walked down that empty corridor, they put emphasis on her to show that the corridor was empty, but now it&#39;s full of hospital beds etc. Awesome. ",2012-08-17T12:27:26Z
theRadBrad,youre a really great gameplay artist.its creepy and funny in the same time when i look your videos.,2012-04-19T19:49:17Z
theRadBrad,"=D
It&#39;s never too late for some Silent hill.",2012-03-26T04:43:07Z
theRadBrad,Obrigado por me abrir os caminhos hahah fiquei totalmente perdido nessa parte,2018-08-13T15:18:04Z
theRadBrad,"Whenever you play a horror game or watch a horror movie, when there&#39;s a little girl in it, you just KNOW she&#39;s gonna be scary!",2012-12-10T15:18:13Z
theRadBrad,"Hey man, congrats on the anniversary - no joke... Now, upload more silent hill:)",2012-03-26T23:11:02Z
theRadBrad,All the endings!!! Thank you so much for that Brad!!!!!,2012-03-27T19:16:10Z
theRadBrad,"I dunno about you guys, but that was so damn intense when he was chopping down the blockade and there were screamers behind him. I was all &quot;GO GO GO GO!!!!!&quot;",2012-09-09T17:59:07Z
theRadBrad,i  love this silent hills special ending.,2012-03-28T13:23:37Z
theRadBrad,"brad your the best!! i&#39;ve seen most of your play list and man!!! I dont know whats going to give me an heart attack... the scary scenes or of laughing so bad!! x&#39;DD... But really man keep it up, ur best on what u know best... (really wish you would upload more of silent hill daily... or at least make them longer.... :/)",2012-03-26T05:35:34Z
theRadBrad,"Keep this up Brad, love your videos. &lt;3",2012-03-26T04:43:48Z
theRadBrad,This game is getting intense (:,2012-04-15T23:37:54Z
theRadBrad,"This game is awesome. I have my own, but I can&#39;t play it yet... and I wanted to know what&#39;s this game like, so I came here and found your Let&#39;s Play. Glad I did. X3 I will probably remember some of this, while playing... but... I don&#39;t hae THAT good memory XPP ",2012-04-28T15:49:55Z
theRadBrad,i like how murphey just stands there and watches her crawl thru the hole,2012-03-26T17:00:08Z
theRadBrad,"keep up the good work man, I just beat SHDP and had a great time with it. this definitely beat out homecoming. i will be a faithful follower from now on. fatal frame next? ",2012-03-26T04:59:51Z
theRadBrad,"i LOVE you&#39;re silent hill gameplays! I&#39;ve seen all of them and I have lottery spent an entire day just watching you play :D<br><br><br><br>but.. it really erks me.. when.. well you get oddly side tracked.. like at <a href=""http://www.youtube.com/watch?v=GNaOBLmXjB8&amp;t=2m22s"">2:22</a>.. but its cool. REARDLESS i still love ya and what ya do. (: KEEP UP LE GOOD WORK ;D",2015-06-25T02:47:33Z
theRadBrad,"hey brad we love ya!
keep on makin vid&#39;s..
and we all really apreciate you...keep up the good work.",2012-03-26T06:38:00Z
theRadBrad,"That little scream of yours @ <a href=""http://www.youtube.com/watch?v=GNaOBLmXjB8&amp;t=11m37s"">11:37</a>....Loved it.",2014-07-04T20:07:38Z
theRadBrad,I like your walk-through cometary you have me dying laughing at the stuff that you be saying,2014-03-02T17:33:43Z
theRadBrad,"<a href=""http://www.youtube.com/watch?v=GNaOBLmXjB8&amp;t=2m40s"">2:40</a> this is just impressive! love the idea",2016-11-13T15:19:38Z
theRadBrad,"Thank you very much for your videos. I ahev been watching them all along; and just realized I never thanked you before. :D

Sorry, and thank you yet again. You are so gentle for sharing this! x3",2012-04-20T01:02:49Z
theRadBrad,"seriously enjoying this, i hope that one day i can do a few walkthroughs my self",2014-10-11T13:14:17Z
theRadBrad,"Nothing shows love like an incredibly ridiculous restaurant bill....well, that and getting daytime drunk.  Congrats Brad!!
",2012-03-26T14:49:25Z
theRadBrad,This game is like what would happen if Squall lionheart from final fantasy 8 became an inmate trapped with zombies.,2019-03-31T08:45:34Z
theRadBrad,i&#39;m tellin you this guy is the man with upping these silent hill vids at the rate he&#39;s doing.,2012-03-26T04:49:50Z
theRadBrad,"Yo man, i don&#39;t know why, but i really enjoy watching your walkthroughs!!!!!",2012-03-28T07:51:04Z
theRadBrad,"Im age 41, but I love your walkthroughs. 
It reminds me of the day living in a house with the sega, neo geo and nintendo. All played in turn. there was much fun all night.
My wife just laughs at me watching this stuff, however, you remind me of carefree days when
graphics and sound wernt so great, but mates would talk as they played.
Keep it up :)",2012-03-27T12:13:38Z
theRadBrad,Are they coming out with a Downpour soundtrack of all the songs he finds on the radio? I would totally buy that. ,2012-03-26T04:53:51Z
theRadBrad,This has been a great series and I just wanted to say thank you for doing it.,2013-03-12T01:13:54Z
theRadBrad,"Awesome job Brad on all the series, keep up good work.",2013-02-20T02:25:11Z
theRadBrad,"You bring hope to games that most people say are bad, but after watching you play i think it&#39;s a pretty good game. Keep up the good work ;D",2014-05-03T23:40:47Z
theRadBrad,Loved this series and I gave the game a try it&#39;s actually really fun :),2013-03-14T22:39:12Z
theRadBrad,"Brad your commentary is always amazing, doesn&#39;t matter what game you play you make it watchable.
I just dread the day I finish all of your videos!
I&#39;ll probably just watch them again though",2013-02-22T14:10:57Z
theRadBrad,you make playing this game  look easy but its not. thats why i love your walkthroughs.,2013-05-04T06:31:33Z
theRadBrad,"Aside from the mediocre graphics and stiff gameplay, I actually love this fucking game. It was very true to the movie.",2016-04-30T01:26:49Z
theRadBrad,Thanks Brad. It wasn&#39;t too bad. I&#39;ll probably pick it up on Steam when it&#39;s cheap. And thank you for the longer episodes as of late. Hopefully you&#39;ll do more like this. ,2013-02-19T22:34:17Z
theRadBrad,I actually enjoyed this series more than I thought I would,2013-02-19T20:40:19Z
theRadBrad,it seems cool i always watch brad&#39;s walkthroughs b4 buying a game just to see if its good or not and also for the hilarious commentary,2013-02-28T16:53:39Z
theRadBrad,"Brad, you really make this game sooooo much interesting than it is with your commentary  (Love from México)",2013-02-21T00:58:18Z
theRadBrad,"Wait, hold on a minute, this is not the last mission, do the next one. This game is awesome!",2015-08-10T09:42:43Z
theRadBrad,I personally loved the game but after watching Brad play through this with his severe lack of knowledge on the Aliens franchise I can safely say that I feel all of the anger and frustration of those who were disappointed by this game.,2014-06-30T18:17:56Z
theRadBrad,You pull people in because of how you play and do your commentary brad...any game as long as your playing it your awesome =),2013-02-19T09:23:06Z
theRadBrad,Great walkthrough i love Aliens man. I am definitely about to buy this game. Always need a great guide like you to influence me to buy a game.,2013-02-19T22:40:25Z
theRadBrad,"Not bad. Im easy when it comes to video games and I really enjoyed watching you play through this. I dont have a whole lot of time for games anymore and watching you play through this was cool. I enjoyed the mix of humor to this. Keep up the good work brotha! Oorah to ashes, marine!",2013-04-07T03:47:09Z
theRadBrad,"Thanks Brad for the great series!
",2013-02-19T15:42:34Z
theRadBrad,You Made this game fun RadBrad! Thanks to you I was able to get through some of the more challenging levels!,2013-05-28T01:35:49Z
theRadBrad,&quot;Stay Frosty&quot; was a line from Aliens :),2013-02-24T06:25:12Z
theRadBrad,"Brad, you&#39;re freaking awesome bro. You make videogames even more cool, and your honesty towards games makes it a valid review for future purchases. Thanks for everything",2013-02-19T06:49:26Z
theRadBrad,once again brad you never cease to amaze me I wake up and there are 3 new parts to 3 series also im happy you&#39;re doing MGR,2013-02-19T13:31:10Z
theRadBrad,wanting more horror like this go brad..,2013-02-25T14:20:32Z
theRadBrad,I really liked your play-through. This is an awesome game.,2013-02-19T18:57:44Z
theRadBrad,"OMG! I am just finishing this which I started at around 3 or 4, and wow, I love the Alien movies and AvP.",2013-04-20T01:14:18Z
theRadBrad,Although I&#39;m an alien/Predator/ Terminator aficionado I did find some of the game mechanics disappointing. The aiming was atrocious and some of the weapons like the flame thrower and grenades weren&#39;t effective. I like the storyline even though it created some  discontinuity but hey I got what I paid. Paid $10 for from Amazon.,2016-04-21T20:15:54Z
theRadBrad,"I&#39;m glad you did this game, I never really planned on buying this but now at least I know the story.Keep it up Brad.",2013-02-19T22:27:12Z
theRadBrad,Really enjoyed this series. Not they best gameplay but definitely an interesting story. You should play the most recent Aliens vs Predator game as well.,2013-02-19T04:54:30Z
theRadBrad,Well there are 2 reasons why i watch your youtube 1. You&#39;re a good gamer 2. You sound like a very nice/kind person and thats what we need on youtube so thank you for putting some time into making videos for us even if some of us are ungrateful from me and everyone we say<br><br>                                                 Thank you Brad! ,2013-12-24T09:33:59Z
theRadBrad,"Thank you Brad for playing this game. It means a lot for many of us who take games that most consider bad. I know someone else said this, you gave this game a chance just as you gave Cryostasis a chance. So thank you again and keep up the great work! P.S.  Did anyone get the feeling of stomping the alien bodies because of Brad&#39;s Dead Space 3 vids?",2013-02-19T13:28:45Z
theRadBrad,"Thanks Sooooooo...Much!! For taking the time to make these videos. If not for your hard work and effort I would&#39;ve never been able to finish this game.that was even on easy level a rough deal. Be well, May God Bless.
Bill. NY.",2013-04-30T19:56:59Z
theRadBrad,"I agree with Brad, they NEED to make a good Predator/Yuatja game, not like this though, i want a Predator game to have some sexy graphics, sweet gameplay. <br>Have me jumping off a ledge, Stab a Xeno through his head. Have my buddies in a co=op game, like we are doing a hunt together. then ill throw the Xeno scum in between all of us. then some marines will be like &quot;holy jesus wtf,&quot; And then Plasma shoulder cannon those bitches. Leave with my buddies to our ship. Make our clan. and kill shit. damn<br>I need to make a fucking game.",2015-08-02T08:14:48Z
theRadBrad,Thanks for playing and uploading the series!,2013-02-20T13:53:36Z
theRadBrad,GOOD SERIES MAN! epic fail with the queen it had me bursting with laughter keep up the work i love your videos!!,2013-02-20T03:10:54Z
theRadBrad,"I&#39;ve really enjoyed watching this playthrough.<br>Alien colonial Marines is a great game, however I do not like the fact that they don&#39;t give you enough  health kits. Still a great game and worth buying. It&#39;s just a shame they didn&#39;t make a part 2",2023-03-08T10:38:07Z
theRadBrad,Thanks for the series. Was cool to see a game that I would like to see but couldn&#39;t afford to get.,2013-02-19T14:08:46Z
theRadBrad,"Whoa,a happy ending at first I thought everyone was gonna die somehow.

:&#39; D ",2013-05-26T03:10:47Z
theRadBrad,"I know I&#39;m easy to please, but this doesn&#39;t seem so bad, and considering how much I like Hicks, I can live with the bad Storyline. :P  I watched I review, but they must have done some serious patching (or you are playing with mods) because those Aliens are kick&#39;n your ass :P .",2014-01-05T23:34:51Z
theRadBrad,"Entertaining and infromative series, thank you.",2013-02-21T15:53:13Z
theRadBrad,"hey brad i just want to let you know even with the vast amount of papers for school, 10 hour shifts at work, and drill; watching your videos allows me to relax even in the rough times! prish it bud",2013-02-19T04:29:35Z
theRadBrad,Thanks to your game review of this game I decided to literally buy it right away,2018-09-10T21:20:53Z
theRadBrad,RadBrad man you are awesome can wait for next series. Keep up the great work dude,2013-02-19T03:35:01Z
theRadBrad,"I love this game, i can&#39;t believe people think it&#39;s so bad!",2014-05-27T16:56:07Z
theRadBrad,Best Game of 2013<br>.<br>.<br>.<br>.<br>.<br>.<br>.<br>.<br>.<br>.<br>.<br>.<br>.<br>Said no one EVER!!!,2014-07-06T02:07:15Z
theRadBrad,"Brad man you are awesome, I could be having a horrible day and I come home and to hear u scream &quot;sweet buttery Jesus&quot; makes everything better lol thanks bro keep up the good work",2013-02-19T19:03:14Z
theRadBrad,Thanks for doing these series It helps me think of what games to get,2013-02-19T10:34:48Z
theRadBrad,Insane campaign!,2014-08-09T06:37:46Z
theRadBrad,"Thank you for doing a walkthrough of this game man, it wasn&#39;t great graphics wise but i thought the story was good. ",2013-02-19T05:41:36Z
theRadBrad,"Thank you Brad for playing this game. I was playing it as well while watching your videos. Glad you stuck with it even though it&#39;s not the best game out there. But as a long time Alien fan, this game was decent. I guess for those who aren&#39;t they won&#39;t give this a chance. ",2013-02-24T06:17:14Z
theRadBrad,I don&#39;t see why this game got so much hate I loved it too much,2016-02-06T22:54:36Z
theRadBrad,oh god im glad you make this series brad...im a fun of aliens movies and i needed to see this the sad thing is that they keep it long from release and it was fair game not to say bad :(,2013-02-19T08:04:12Z
theRadBrad,I have a question: Is the Grunts&#39; sole purpose to provide comic relief to their Covenant combatants?,2015-10-27T21:16:32Z
theRadBrad,"<a href=""http://www.youtube.com/watch?v=Xs0xf_KJTMs&amp;t=2m28s"">2:28</a> - <a href=""http://www.youtube.com/watch?v=Xs0xf_KJTMs&amp;t=2m38s"">2:38</a> I really enjoy how the developers put that bit of dialogue with blue team mentioning what Halsey would do if she had found that planet. Even though she had kidnapped these spartans as children, they grew up with Dr. Halsey, and she&#39;s a mother figure to them in a way.",2016-02-27T04:21:39Z
theRadBrad,Got a few parts of Halo 5 then some Assassin&#39;s Creed going up today!,2015-10-27T20:03:35Z
theRadBrad,the first five minutes remind me so much of Halo CE and Halo 2... absolutely amazing!,2015-10-27T21:51:01Z
theRadBrad,Hey brad! Love this series so far. Would it be cool if you can show us some of the scenery? It seems like a beautiful game,2015-10-27T23:06:22Z
theRadBrad,Dude love the videos I can&#39;t afford the game right now but just watching this is like seeing a movie I love the halo story so much. I was 10 when I first played combat evolved and now it brings back good times thanks again keep posting 👍🏽,2015-10-28T00:20:59Z
theRadBrad,"can&#39;t wait for more, loving it brad!",2015-10-27T20:43:58Z
theRadBrad,"I love this so much! I&#39;m so hyped! <a href=""http://www.youtube.com/results?search_query=%23hype"">#hype</a> &lt;3 &lt;--To you Brad because you are amazing! :D",2015-10-27T21:33:22Z
theRadBrad,Sweet! Keep on adding them up please! Love to see the further missions before the spoilers hit.,2015-10-28T00:04:24Z
theRadBrad,"Brad, use the ground pound move when you&#39;re above enemies. Its a really cool move. I saw you do it once and there has been a lot of time you could of used it. Its a really sick move",2015-10-30T02:21:28Z
theRadBrad,Keep it going Brad loving this series along with assassin&#39;s creed Syndicate,2015-10-28T07:55:38Z
theRadBrad,Keep the walkthroughs coming man. I keep watching everytime you upload.,2015-10-27T21:37:12Z
theRadBrad,Love the series keep it up Brad,2015-10-27T20:16:44Z
theRadBrad,The Grunts have to be one of my favorite parts about the Halo franchise.,2015-10-27T20:14:12Z
theRadBrad,Imagine if there was a part where you choose to save your team or save Cortana :&#39;(,2015-10-28T05:02:58Z
theRadBrad,Come on Brad! I have a long trip to Texas and the only thing keeping me from going insane is watching the halo videos! Keep popping them out fast!,2015-10-27T21:14:19Z
theRadBrad,very well timed ending brad. MORE plz :),2015-10-27T20:46:48Z
