Youtuber,Comments,Date
jacksepticeye,"1.Woke up<br>2.Went to work<br>3.Met a beautiful woman<br>4.Kissed the woman<br><br>The order is in 2, 3, 4, 1<br>I was dreaming...",2016-04-05T00:36:02Z
jacksepticeye,I was actually very surprised by Sean&#39;s skill in singing,2016-04-14T04:09:47Z
jacksepticeye,Jack:&quot;Even though he stopped me from achieving my <b>Hopes And Dreams</b>&quot;<br><b>A familiar tune begins to play</b>,2016-04-06T18:40:44Z
jacksepticeye,"Man, if I had half the energy that Jack has...",2016-06-17T23:09:46Z
jacksepticeye,"Jack, I would never have met one of my closest friends if it wasn&#39;t for you! Thank you so much! &lt;3",2016-04-20T16:01:01Z
jacksepticeye,omg his last note! the &quot;living on a praaaaayer&quot; sounded so cool!!!! i&#39;d love to hear jack sing more &lt;3,2018-04-24T00:55:09Z
jacksepticeye,Your singing voice is very good Jack!,2016-04-04T19:29:28Z
jacksepticeye,This whole video is such a delight! I just love your laugh!,2016-04-11T01:27:09Z
jacksepticeye,"Yeah I kept it going for a long time with very little views but it was nice for me and I enjoyed making videos and learning all about it trying to get better.  knew I had it in me to make something out of it but just needed time to perfect it. 
I did think of quitting quite a few times though but you gotta keep on truckin :)",2013-10-15T17:01:25Z
jacksepticeye,"lol I forgot I even made this video, listening back sounds so cringe worthy :P",2013-06-12T14:46:26Z
jacksepticeye,"I think this is one of my favorite episodes from the chanel, to date. There is something soothing about watching someone loose their shit.",2018-02-07T04:31:07Z
jacksepticeye,Jack: “gets mad”<br>Also jack: “uses his modern voice” oh look a tank,2021-08-09T16:48:12Z
jacksepticeye,"I think this is his best video in my opinion, it fits perfectly with my type of humor, and the sudden whiplash on his words almost every time is to DIE for XD",2014-12-11T03:21:42Z
jacksepticeye,It’s kinda cool to look back at older videos of amazing YouTubers and all of their progress through the years,2018-07-21T00:38:04Z
jacksepticeye,Wow- It&#39;s 2018- And I&#39;m sitting here watching this video-<br>Jack this is comedy gold to me no joke XD,2018-05-27T06:28:17Z
jacksepticeye,"Wow I can&#39;t believe you have been getting this little attention for this long. You really do deserve the increased popularity you have recently gotten. Making all those videos even though you kept getting so few views, and not giving up is not something everyone can do :) Keep making awesome videos!",2013-10-14T19:58:12Z
jacksepticeye,This was actually a pretty good video for back then,2020-08-07T18:19:15Z
jacksepticeye,"Its 2020... and I decided to go back and watch an old jacksepticeye video because I&#39;ve never done it before and I gotta say. I&#39;m am beyond words at how aggressive jack my boy was. Reminds me of my brother, lol. I was kinda disappointed in myself for not knowing this old part of Jack, I feel like these videos are important to see and then to watch Jacks videos now today, happy and full of light. It shows how real it is that people can find joy, you just have to look to the future.",2020-11-18T14:16:14Z
jacksepticeye,"Thank you for this quality content, I needed this today",2020-11-08T21:09:40Z
jacksepticeye,Me: hey who is this rager? Random guy: it&#39;s jacksepticeye me:dude I know u like jokes but that&#39;s not going to work<br>Random guy: ...,2015-07-26T14:04:42Z
jacksepticeye,Wow this was WAY before the Irish gene punched you in the face...you are awesome :),2015-06-07T14:57:51Z
jacksepticeye,Sean you should include some of this in meme time,2021-01-18T15:01:01Z
jacksepticeye,I guess this was like his first ever rage game made,2021-02-07T17:33:54Z
jacksepticeye,I&#39;ve been here since this video. Holy shit nostalgia killing me now.,2017-04-10T16:37:41Z
jacksepticeye,"Hi Jack, at least you had fun dying.  HAHAHA  :    ) And exercising the game.",2016-12-31T13:03:40Z
jacksepticeye,"He dropped soooo many F bombs in this video, it&#39;s insane",2020-04-08T16:23:57Z
jacksepticeye,Here we see the younger jack known as &quot;jack junior&quot; where he is just about to inherit his Irish genes... You may of noticed he was born with a gene called &quot;shout-fuck-a-lot&quot;. Although it did make me giggle how his voice seems to of got higher as he gets older... 😂,2016-01-05T21:47:23Z
jacksepticeye,"<a href=""http://www.youtube.com/results?search_query=%23IrishPride"">#IrishPride</a> I am shocked that I haven&#39;t stumbled upon this dude sooner! Nothing like an angry irish gamer!!",2017-02-26T01:15:12Z
jacksepticeye,"Ah good old times :) I remember when you had 1300 subs :)<br>I remember in telling you that you had won the Pewdiepie shoutout in september i think? Well, you have come far man, keep up the great work.",2015-01-26T16:21:15Z
jacksepticeye,raging like there&#39;s no tomorrow.,2014-11-14T04:49:18Z
jacksepticeye,WOOOOOOW....  you can teeeeelll  now that he was forcing it.  Every time he yelled or got pissy with it his Irish slipped in juuust a touch.  Soooadorable!!!   :-P,2016-09-10T21:30:21Z
jacksepticeye,"That title...<br>This guy turned out to be one of the most popular YouTubers on the website. <br><br><br>No hate intended tho, I still love this man",2017-04-03T04:08:11Z
jacksepticeye,"Jack seems to swear AALLOOTT more in his old videos then he does in more resent videos, but don&#39;t get me wrong, Jack still swears a crap ton in his more resent videos!",2016-11-04T04:36:58Z
jacksepticeye,"Ah, sounds like every online shooter I&#39;ve seen, my brother gets equally as frustrated sometimes.",2016-04-18T08:12:12Z
jacksepticeye,"This has got to be one of his least viewed videos. We are a lucky few, gentlemen.",2018-03-06T02:06:13Z
jacksepticeye,Dude the nostalgia,2020-03-24T04:22:49Z
jacksepticeye,"<a href=""https://www.youtube.com/watch?v=1qDo28hr7Z4&amp;t=1m19s"">1:19</a> to <a href=""https://www.youtube.com/watch?v=1qDo28hr7Z4&amp;t=1m27s"">1:27</a>  Was Sean&#39;s first Rage quit on Youtube I feel so bad  for him on that part because we all been there but Sadly I still want to Laugh please forgive me Sean",2019-11-18T03:47:34Z
jacksepticeye,He never changed and im so proud!,2021-12-03T20:42:04Z
jacksepticeye,this is hilarious 😂😂,2016-06-14T22:36:06Z
jacksepticeye,"D&#39;awwww! Watching all the old videos, sound quality is just... 10/10, old Jack!",2016-03-21T21:01:19Z
jacksepticeye,Take a shot everytime Jack&#39;s says &quot;fuck&quot;,2017-07-03T08:50:02Z
jacksepticeye,"You sound just like one of my team mates in BF4. This is great, cause he also screams and yell at other players all the time. Even tho none of them can hear him ;D soo the whole team always cracks up. Your more then wellcome to join up if ur up too it. It would be fun with a danish angry guy, with your irish swearing. ahahaha Good one",2015-01-30T16:01:21Z
jacksepticeye,Jack sounds angry and I know exactly why!,2018-05-07T00:20:22Z
jacksepticeye,This describes my ARMA experience.,2016-09-07T07:04:08Z
jacksepticeye,My favourite video I watched it like a month after it came out.,2015-07-07T05:46:36Z
jacksepticeye,If only he knew he could drive,2020-05-31T22:04:14Z
jacksepticeye,he&#39;s far more angry at the game than he is now,2016-12-14T21:28:24Z
jacksepticeye,"Oh yeah L85, the ultimate bossweapon",2014-08-23T07:35:41Z
jacksepticeye,love the intro 😆,2016-06-28T01:46:23Z
jacksepticeye,About to try watching all of his videos from oldest to newest. Part 22,2021-11-15T05:01:14Z
jacksepticeye,Why is this me playing any game,2019-06-10T07:34:58Z
jacksepticeye,Huh its almost like a big map isnt always the best.. nor is a small map we honestly need a good medium,2020-07-09T15:15:46Z
jacksepticeye,"<a href=""https://www.youtube.com/watch?v=1qDo28hr7Z4&amp;t=0m00s"">0:00</a>- &quot;So, do you like playing Battlefield 3?&quot; Nope. I am more of a RPG, puzzle, adventure, mystery, or &#39;weird mechanic&#39; game fan.<br><a href=""https://www.youtube.com/watch?v=1qDo28hr7Z4&amp;t=0m06s"">0:06</a>- &quot;All you do is run, and run, and fucking run some more.&quot; Hmm... one would think that there would be a tank, jeep, or helicopter to use in a game like this.<br><a href=""https://www.youtube.com/watch?v=1qDo28hr7Z4&amp;t=0m25s"">0:25</a>- &quot;Arg! What the fuck is this?!&quot; Bad game, I am guessing? Falls into the catagory of &#39;generic shooter&#39;, I am guessing.<br><a href=""https://www.youtube.com/watch?v=1qDo28hr7Z4&amp;t=1m22s"">1:22</a>- &quot;Forget it! Forget it! Just fucking forget it!&quot; :( I can almost see you stomping around your cabin. ~",2022-05-26T02:42:50Z
jacksepticeye,the good old times of battlecrap 3,2015-04-18T20:56:16Z
jacksepticeye,lmao. I think this is when he had started to come out of his shell a bit,2019-01-20T10:27:36Z
jacksepticeye,The fact that Sean still does Top of the mornin intro shows how much he appreciates our nostalgia.,2023-03-20T17:06:00Z
jacksepticeye,Keanu Reeves having a cry sesh while Jack is enjoying those &quot;air grapes.&quot; Is GOLD.,2023-03-21T03:35:06Z
jacksepticeye,"Never in my entire life would I have expected Sean to EVER say “Diaper-wearing vore” but now, here we are 💀",2023-03-21T00:29:17Z
jacksepticeye,"Jack saying &quot;IT&#39;S NOT WHAT IT LOOKS LIKE&quot; while agressively grabbing someone is probably the funniest thing i&#39;ve seen today, this video made my day",2023-03-21T16:28:30Z
jacksepticeye,"Apparantly, Seán is pretty consistent in the way he says &quot;What were you just watching?!&quot;",2023-03-21T09:41:04Z
jacksepticeye,The fact jack lets us take the total piss is just a gift. Jack is a gift.,2023-03-21T19:40:59Z
jacksepticeye,Jack’s “WHAT WERE YOU JUST WATCHING?”<br>Is so fucking consistent it’s amazing,2023-03-20T17:53:03Z
jacksepticeye,Props to the editors who spend their entire lives behind a computer screen just to crop the best bits for us to enjoy over &amp; over &amp; again. 😂,2023-03-21T09:21:24Z
jacksepticeye,The fact that someone edited green screens to the pee break just proves how iconic it is,2023-03-21T02:14:32Z
jacksepticeye,"The cocaine bear trailer one has me sobbing 😭💖👏 that was so good <br><br>Everyone did such a good job with these!!! All the references and game inclusions and aaaa!! It was amazing. Brought me so much joy, and much needed laughs. Thank you Jack and editors!! 🫂💖",2023-03-21T08:51:50Z
jacksepticeye,No clue why but the “breathing and other noises” video was the hardest I’ve laughed in a very long time😂😂😂,2023-03-21T05:57:39Z
jacksepticeye,Alternate title: Sean looks at himself for 21 minutes,2023-03-20T17:32:50Z
jacksepticeye,"I haven&#39;t watched jack in a while, its great to see him doing good and even though his content isn&#39;t the exact same can&#39;t help but feel the nostalgia from the intro of watching him as a child. Thank you jack for the laughs and good vibes you gave me in those years and I can&#39;t wait to see your new content",2023-03-21T05:02:24Z
jacksepticeye,"2 Things:<br>1. Wow, the old intro, nice! What a nice nostalgia trip! :D<br>2. <a href=""https://www.youtube.com/watch?v=szBuHvWnsxE&amp;t=8m12s"">8:12</a> you brought this upon yourself, Jack. You did this to yourself. :)",2023-03-21T13:05:33Z
jacksepticeye,"&quot;You either grow up with fantastic siblings that mold you into the person you are and make you amazing, or you have siblings that traumatize you and you have to unshackle yourself from that for the rest of your life through therapy.&quot;<br><br>Or sometimes both.",2023-03-22T03:47:24Z
jacksepticeye,It&#39;s meme time<br>It&#39;s meme time<br>Gather all your friends<br>It&#39;s meme time<br>It&#39;s meme time<br>The only cure for sadness,2023-03-21T03:07:16Z
jacksepticeye,The cocaine bear one had me wheezing 😂🤣😂,2023-03-22T01:38:06Z
jacksepticeye,The fact he watched the whole 5 minute video meant so much for me. I love to see jack showing such appreciation for their hard work on that and it warmed my heart and it was hilarious too!,2023-03-20T23:52:08Z
jacksepticeye,I&#39;m kinda glad Seán also gets a weird panicky and breathless feeling when watching/hearing those &quot;just the breath&quot; videos. I thought I was crazy for having an extreme physical dislike for them,2023-03-21T13:30:24Z
jacksepticeye,"<a href=""https://www.youtube.com/watch?v=szBuHvWnsxE&amp;t=9m25s"">9:25</a> I’m fucking laughing my ass off and Seàn just sitting there like 😐 is making it 100 times more funny I’m gonna pass out lmfao",2023-03-21T02:41:15Z
jacksepticeye,I think this was the best Meme Time episode. The longer ones were especially impressive and it shows how much Sean cares that he saw the four minute time stamp and just decided it was four minutes of his day to spend appreciating fans and their efforts. So many people who just have regular lives click off when they find out something is more than a minute long because we have short attention spans or can&#39;t be bothered to dedicate ourselves to one thing for too long.,2023-05-02T14:35:25Z
jacksepticeye,"The one where they edited Jack running from the cops had my dying, that was absolutely perfect and hilarious 🤣",2023-03-21T00:33:18Z
jacksepticeye,"Sean... dude, you completely pitch perfect your sound bites. It&#39;s always astounded me. Whether it&#39;s the intro or catch phrases, or mimicking other people&#39;s memes.. you have that musician thing.",2023-04-20T19:50:08Z
jacksepticeye,This man is truly one of the people alive.,2023-03-21T08:45:08Z
jacksepticeye,That last 4 minute clip was Oscar worthy for editing that all together,2023-03-20T21:37:19Z
jacksepticeye,"<a href=""https://www.youtube.com/watch?v=szBuHvWnsxE&amp;t=16m50s"">16:50</a> the whole 4 minute clip felt like a movie Abed would make",2023-03-24T02:29:16Z
jacksepticeye,I haven’t even seen Cocaine Bear but the clip of them adding Sean over the bear in the movie made me laugh until I cried. Now I want to watch the movie after seeing that 😂,2023-03-21T14:54:58Z
jacksepticeye,"<a href=""https://www.youtube.com/watch?v=szBuHvWnsxE&amp;t=4m45s"">4:45</a><br><br>I never thought a wheeze could be beautiful until I heard Jack&#39;s 😌🤣",2023-04-11T05:06:58Z
jacksepticeye,"i just wanna say that jack is really rocking the long hair, i dig the look SO much",2023-03-24T03:22:43Z
jacksepticeye,"honestly, there&#39;s nothing more healing than jse&#39;s laughter",2023-03-22T06:57:12Z
jacksepticeye,The “it appears I got a bit too silly with the meme templates Seán has provided us” one is exactly what having a sensory overload feels like 😭😅,2023-03-20T18:01:16Z
jacksepticeye,I&#39;d love for Sean to act out the characters of an episode of a show in front of a green screen and just edit them into the episode,2023-03-21T12:53:10Z
jacksepticeye,"<a href=""https://www.youtube.com/watch?v=szBuHvWnsxE&amp;t=15m58s"">15:58</a> that was a work of art, a masterfully crafted piece of engineering! I was aboutta be like « Oop is this gonna be awkward or cringe or summ? » and then it was SO GOOD 😂 maybe I’m easily amused but that timing and placement was so good 😂 and then the way he dragged himself up<br>omg that cured my depressed, anxious soulll 🤣",2023-03-21T04:05:30Z
jacksepticeye,That 4 min video at the end was absolutely amazing. Well done to the creator x,2023-03-21T18:58:19Z
jacksepticeye,"I was watching this while at work and no matter how hard I tried, I couldn’t stop laughing.<br><br>I hope there’s a part two",2023-03-21T04:20:42Z
jacksepticeye,"Woah, this turned out way better than I thought it would. Nicely done my fellow shitposters! Had me cackling along with Jack 😂",2023-03-21T08:50:14Z
jacksepticeye,"<a href=""https://www.youtube.com/watch?v=szBuHvWnsxE&amp;t=4m24s"">4:24</a> Sean being disgusted by the noises HE MADE is funnier than it has any right to be.",2023-03-20T19:08:06Z
jacksepticeye,"<a href=""https://www.youtube.com/watch?v=szBuHvWnsxE&amp;t=10m07s"">10:07</a> this has cursed me and left me dead laughing.  Marv needs to remake the movie but with Jack as the bear.  I bet money it would be good 😂😂😂",2023-03-21T03:04:44Z
jacksepticeye,"<a href=""https://www.youtube.com/watch?v=szBuHvWnsxE&amp;t=18m16s"">18:16</a> YES, I was waiting for jackception this whole vid<br><br>Also if I had a nickel for every YouTuber that goes by Jack but isn&#39;t named Jack that let people go wild with their green screen shots I would have two nickels. That isn&#39;t a lot but it&#39;s weird it happened twice",2023-03-21T00:48:38Z
jacksepticeye,"<a href=""https://www.youtube.com/watch?v=szBuHvWnsxE&amp;t=17m00s"">17:00</a> <b>Looks back at large crowd of people</b> &quot;I don&#39;t see anyone else here&quot;",2023-03-27T17:29:41Z
jacksepticeye,"As someone in therapy because of my sibling, Seán is 100% correct lmaooo",2023-03-21T06:43:52Z
jacksepticeye,This is Sean being roasted by himself for 21 minutes straight xD,2023-04-26T03:36:05Z
jacksepticeye,"Cobain Bear killed me<br>So glad Sean can laugh at himself. Such a good attitude, we should all be like Sean.",2023-03-20T22:48:27Z
jacksepticeye,God hearing the meme time intro was easily the brightest part of my day. I sing that jingle more often than I should,2023-03-21T00:56:38Z
jacksepticeye,"I love watching Jack laugh, the giggling is infectious",2023-03-23T18:29:56Z
jacksepticeye,Sean&#39;s the best thing to watch when having Covid 😂,2023-03-29T19:08:42Z
jacksepticeye,"I loved seeing Jacksfilm’s green screen making an appearance at <a href=""https://www.youtube.com/watch?v=szBuHvWnsxE&amp;t=18m16s"">18:16</a>",2023-03-21T05:10:51Z
jacksepticeye,"Honestly man I haven&#39;t watched your content in a long time, but when I first started watching your vids was back in the little inferno days. To just see you now and process how far you&#39;ve come over the years is incredible, and I&#39;d like to thank you for your constant dedication to producing content for your fans. Here&#39;s to many more 🍻",2023-04-07T07:37:55Z
jacksepticeye,The fact sean sounds so different from like 2015 to now is insane. It’s that garlic blood,2023-03-20T17:14:29Z
jacksepticeye,"Thank you Sean, and to everyone who made these clips, for making my morning so much better!",2023-03-21T07:43:07Z
jacksepticeye,"Jack: &quot;I&#39;m joking, I would never.&quot;<br>Also Jack: <b>Put the baby in the oven</b>",2022-06-11T01:39:53Z
jacksepticeye,Sean’s immediate apology and regret after he saw that the baby in the oven actually did something is adorably wholesome.,2022-06-12T06:42:34Z
jacksepticeye,"I like how Jack is like “I’m never having kids,” but proceeds to be pretty decent at caring for the demon baby. Save for putting the baby in the oven and washing machine, he has the right attitude at certain points.",2022-06-11T03:27:40Z
jacksepticeye,I really like the when Jack is slamming the baby’s head on the roof and he says “I thought your eyes went all evil for a second but it was the light”                   <br><br><br><br>“It wasn’t”,2022-07-02T20:06:24Z
jacksepticeye,"We&#39;re probably all going to hell for laughing at Sean putting the baby in the oven, even though it&#39;s a devil baby and the oven exploding + his reaction was absolutely hilarious!",2022-06-11T06:12:14Z
jacksepticeye,"<a href=""https://www.youtube.com/watch?v=d3heSK-HLMs&amp;t=2m44s"">2:44</a> - Jack&#39;s reaction to putting a baby into the oven himself is pure comedy gold 😂😂 he was absolutely shocked but also laughing cuz like, come on it&#39;s funny 😂😂",2022-06-19T09:47:35Z
jacksepticeye,Love how he switches between concern for the child and throwing it into ovens and basketball hoops,2022-06-09T16:32:56Z
jacksepticeye,Jack: children are a gift<br>Also jack: <b>puts baby in oven</b> <br>Jack later on: I&#39;m going to kick you into that vent!,2022-06-13T10:26:04Z
jacksepticeye,"<a href=""https://www.youtube.com/watch?v=d3heSK-HLMs&amp;t=27m52s"">27:52</a> Jack&#39;s laugh almost synchs perfectly with the notes lmao",2022-06-11T14:31:00Z
jacksepticeye,&quot;Be a normal child for five minutes.&quot; <br>Literally my entire childhood summed up.,2022-06-17T00:51:52Z
jacksepticeye,"Finally, a story that steps into cosmic horror and cosmic comedy at the same time.",2022-06-13T06:52:30Z
jacksepticeye,This is definitely how that babysitter looking after jackjack from the incredibles felt like,2022-06-19T05:50:40Z
jacksepticeye,"Jacksepticeye: &quot;Burn the baby.&quot; <b>Fake laughter</b> &quot;I&#39;m joking, I&#39;d never do that&quot;<br>Jacksepticeye in earlier videos: I would not hesitate to kick a child",2022-06-09T20:12:38Z
jacksepticeye,"As a Scottish person, I can confirm: yes, we are terrifying.",2022-06-11T00:01:29Z
jacksepticeye,Jack: “Why?! I’ve been so good to you!”<br><br>Also Jack 13 minutes ago: * <b>puts baby in an oven and makes it explode</b> *,2022-06-28T20:29:12Z
jacksepticeye,"Ok in all my years of watching Jack, NEVER have I seen him so utterly shocked as when the baby exploded out the oven 😭😭😭😭😭😭😭",2022-06-25T02:49:55Z
jacksepticeye,"Imagine the convo leading up too this job<br>PARENTS: “Are you sure, our child is a demon.”<br>BABYSITTER: “aw I bet he’s not that bad…”<br>PARENTS: “no, he’s literally satan…”",2022-06-12T08:07:21Z
jacksepticeye,"My Favorite Moments:<br><br><a href=""https://www.youtube.com/watch?v=d3heSK-HLMs&amp;t=2m45s"">2:45</a> Seán teaches a baby how to get baked<br><a href=""https://www.youtube.com/watch?v=d3heSK-HLMs&amp;t=12m50s"">12:50</a> Seán mugs a baby <br><a href=""https://www.youtube.com/watch?v=d3heSK-HLMs&amp;t=15m01s"">15:01</a> Seán and the baby go on a trip<br><a href=""https://www.youtube.com/watch?v=d3heSK-HLMs&amp;t=21m52s"">21:52</a> Seán uses baby as pipe cleaner <br><a href=""https://www.youtube.com/watch?v=d3heSK-HLMs&amp;t=31m59s"">31:59</a> Seán Yeetus the Fetus <br><a href=""https://www.youtube.com/watch?v=d3heSK-HLMs&amp;t=42m46s"">42:46</a> Seán gets nice and toasty <br><br>(I tried to make puns and failed, but I think I’m funny so🤣🤣🤣)",2022-06-17T05:39:28Z
jacksepticeye,Sean: &quot;Let&#39;s put the baby in the oven!&quot; <b>laughs</b><br>Sean: <b>puts said baby in the oven</b><br>Also Sean: <b>absolutely terrified by the fact that he actually put the baby in the oven</b>,2022-06-09T18:57:55Z
jacksepticeye,"Yeah, the difference is <i>really</i> interesting between the first and second versions. The first just felt like a typical &quot;possessed baby&quot; story with mild Lovecraftian elements to it, <i>especially</i> with the whole head spinning around thing on the original night 3, whereas the storybook update leans <i>much</i> more heavily into the esoteric King in Yellow theme they were going for. Honestly really glad I got to play the update first, it scratches that Lovecraft itch for me. (BTW, there 6 more souls to save in the updated Escape route, if you wanna get some more secrets to play with. Although I think that&#39;s <i>another</i> update on top of the one that changed the house and added storybooks, since it still says 6/6 at the end there.)",2022-06-11T08:02:53Z
jacksepticeye,Sean: <b>puts the baby in the oven</b><br><br>Also Sean: “I’ve been so good to you!”,2022-06-11T20:48:28Z
jacksepticeye,Jack: puts baby in oven<br>Everyone else: <b>laughs</b><br>Baby: <b>starts crying</b><br>Jack: :O<br>Baby: <b>flies out of oven then is perfectly fine</b>,2022-06-17T19:08:39Z
jacksepticeye,"If no one else says it, I will. The narrator&#39;s voice at <a href=""https://www.youtube.com/watch?v=d3heSK-HLMs&amp;t=44m30s"">44:30</a> is soooo smooth. I could listen to a whole book read by him 😩",2022-06-11T16:41:14Z
jacksepticeye,"I love how Sean&#39;s first instinct when going into a kitchen to get milk for a baby is to put the baby on top of (proving unsuccesful) and then into the oven <br>(I&#39;m not judging, it would&#39;ve been the first thing I did too)",2022-06-21T03:13:34Z
jacksepticeye,"Jack: puts the baby in the oven<br>Jack, two seconds later: ah, it&#39;s the consequences of my actions",2022-06-10T16:07:10Z
jacksepticeye,Now I know how Kari feels after babysitting Jack-Jack Parr,2022-06-13T03:01:03Z
jacksepticeye,"Demon child: Hovers above ground, with firey eyes, while spinning it&#39;s head 360 degrees.<br><br>Jack: Coochiecoo!",2022-06-17T00:10:40Z
jacksepticeye,"Oh my god, I’m freaking C R Y I N G at <a href=""https://www.youtube.com/watch?v=d3heSK-HLMs&amp;t=2m49s"">2:49</a>!! Everything from the baby flying out to Jack’s reaction was absolutely hilarious!",2022-06-17T17:51:11Z
jacksepticeye,Jack&#39;s reactions during this entire game sounds a lot like when a dog person owns a cat for the first time.,2022-06-26T03:55:01Z
jacksepticeye,"You can be the cat and naively bring him where he needs to go, or you can be a mindless sheep following him to your death, OR you can take the path of the rabbit and you can escape. I like that a lot :).",2022-06-14T07:30:06Z
jacksepticeye,"For those who don&#39;t know, the baby in this game is based on the being known as Hastur from the Lovecraft universe. Hastur is known as the King in Yellow and is associated with the arts, such as storytelling. It drives artists mad and uses them to disseminate it&#39;s symbol, the Yellow Sign, which further enslaves people to its will. Hastur is also associated with a planet called Carcosa, which was once home to a powerful and prosperous civilization until Hastur came and drove it to ruin.",2022-06-09T16:31:31Z
jacksepticeye,Jack: Is it a horror game because of being worried of having a kid? Me: <b>laughing knowing I played it before</b> you have no idea,2022-06-19T23:37:55Z
jacksepticeye,"I was also surprised when I found out about the version called the &quot;Bedtime Stories Update&quot; which adds new activities, more souls that you&#39;ll need to collect to unlock new features (one of which includes a new container to unlock called &quot;The Doctor&#39;s Gift&quot; which must be unlocked in a similar manner to the demon baby&#39;s Toy Box), &amp; there&#39;s a new attic area with a teaser for what is (I think) new content coming this year! The apartment has also received a makeover so the interior looks more like a house instead of an apartment. Reminder for newbies: Make sure you collect all 6 trapped souls in the demon baby&#39;s apartment BEFORE you try to find the 6 new trapped souls on the Escape AKA the &quot;White Rabbit&quot; route! The events of the original 3 nights have also changed enough so that they&#39;re worth replaying again even if you&#39;ve already seen how the 3 nights played out beforehand! I also highly recommend that people try flushing the demon baby down the toilet. It&#39;s tricky to place him on it after putting the lid up, but it can be done! 😉",2022-06-21T02:12:15Z
jacksepticeye,Jacksepticeye learned 5 magical words this day: Fuck around and find out,2022-12-14T11:44:33Z
jacksepticeye,"<a href=""https://www.youtube.com/watch?v=d3heSK-HLMs&amp;t=7m55s"">7:55</a> I was gonna say Sean would be an awesome parent. Then i remembered he put a baby in the oven XD<br><br><br><br>But in all seriousness he&#39;d be an amazing dad.",2022-06-15T16:59:33Z
jacksepticeye,Watching Jack not catch all the other terrifying things in the background is like watching an actual horror movie where the characters are ignorant to everything,2022-06-16T21:46:37Z
jacksepticeye,Jack&#39;s instinct upon seeing a child is to just kick them halfway across the multiverse and scream bloody murder,2022-06-09T16:17:00Z
jacksepticeye,Respect to jack for playing this in his dark room. I would’ve been terrified,2022-06-11T10:05:45Z
jacksepticeye,Made me realize Jack as a dad would be chaotic 💀,2022-07-01T09:12:57Z
jacksepticeye,Sean’s face after he blew up the baby got me wheezing!,2022-07-13T21:07:59Z
jacksepticeye,Jack: Children are a gift <br><br>Also jack: throws the child,2022-06-18T04:15:34Z
jacksepticeye,Jack: <b>*Falling to his death*</b><br>Also Jack: &quot;This is unfortunate.&quot;,2022-06-27T20:42:55Z
jacksepticeye,Jack: “You’re actually terrifying”<br><br><br>5 minutes later<br>Also Jack: “your so cute!!”,2022-06-10T01:03:57Z
jacksepticeye,I feel like this is actually how Jack would talk to his kid if he had one,2022-06-13T15:53:30Z
jacksepticeye,"<a href=""https://www.youtube.com/watch?v=d3heSK-HLMs&amp;t=28m00s"">28:00</a> i replayed this scene so much, i love how you could walk to the same area and again and again.. maybe there is something wrong with me",2022-06-11T11:43:50Z
jacksepticeye,"So I just watched the beginning of the episode and I love the things that Jack does in the opening, all the weird effects and creepy eeriness he tries to awake........but what makes it so much better is just the content and realization of what he is actually saying and that, in my opinion, is who Sean is. Thanks for the content man, really appreciate it!",2022-06-14T09:34:53Z
jacksepticeye,Jack just regularly takes care of the demon baby so well.,2022-07-06T00:32:59Z
jacksepticeye,"I see Hastur has been experimenting with new mediums lately, good for him",2022-07-27T23:39:11Z
jacksepticeye,"Jacksepticeye: &quot;Burn the baby.&quot; &quot;Fake laughter&quot; &quot;I&#39;m joking, I&#39;d never do that&quot;<br><br>Also Jacksepticeye: &quot;Obviously you put the baby In the oven&quot;<br><br><b>&quot;OVEN TURNS ON&quot;</b>",2022-06-09T16:23:49Z
jacksepticeye,Some people might think Sean is a monster for putting the baby in the oven but his reaction when it exploded was so genuine it&#39;s even shook me to my core,2022-06-22T04:57:58Z
jacksepticeye,"There&#39;s a lot of really respectful people in the comments who understand me and really support me and that is such a nice thing to see :D thank you guys very very much,you are the reason that I have any energy at all for my videos and I really do appreciate the love and support :D<br><br>Sadly there&#39;s some incredibly entitled people in the comments too who are lashing out and disliking because I decided to just do one video today and all I can say to that is &quot;I don&#39;t care&quot;. I needed time off to continue making videos at all. it&#39;s either get no break and upload shit for the sake of it or take a break and upload worthwhile content that we can all enjoy. Don&#39;t be greedy. It&#39;s only 1 video less on 1 day, you will live and I will be back to normal soon.<br><br>Spend the extra 10-15 mins you saved today from not watching me a second time to go do something fun with your time :)",2014-10-12T22:16:08Z
jacksepticeye,"Some people think that being a YouTuber isn&#39;t a REAL job, but I disagree. Mostly because gaming YouTubers specifically are working pretty much 7 days a week, and it does take up a lot of time to put out even one video every day! ( especially taking up social life! )",2014-10-13T16:08:23Z
jacksepticeye,"Sean, you&#39;re only human. You&#39;re a boss; but you&#39;re human. Take a week off, it&#39;ll show who really cares about your health, or sanity. Don&#39;t let us control you. Take a couple days of a break every now and then. You work your ass off for our entertainment when you could just not give shit at all. So really, please don&#39;t exhaust yourself. Don&#39;t work yourself to hard.<br><br>Your friend and admirer,<br>SuperToastAce a.k.a<br>Matt",2014-10-14T01:20:12Z
jacksepticeye,"Sean, just take as much time as you need, you don&#39;t need to push yourself just for us, but do it to the maximum you want or need. <br><br><br><br><br>And, as always, STAY A BOSS!",2014-12-01T23:05:52Z
